Artist,Track,Popularity Score,Country,Track Duration,Key,Tempo (bpm),Time Signature,Loudness (dB),Valence,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Genre 7,Genre 8,Genre 9,Genre 10
Myke Towers,LALA,86,Argentina,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Chile,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Colombia,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Dominican Republic,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Mexico,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Spain,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Peru,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Bolivia,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Paraguai,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Uruguay,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Equador,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Panama,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Costa Rica,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,El Salvador,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Guatemala,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Honduras,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
Myke Towers,LALA,86,Nicaragua,03:17,C# Major,91,4.0,-4.045,0.607,reggaeton, trap latino, urbano latino,,,,,,,
LIT killah,Los del Espacio,75,Argentina,05:38,C Major,120,4.0,-3.598,0.634,argentine hip hop, trap argentino, trap latino, trap triste, urbano latino,,,,,
LIT killah,Los del Espacio,75,Chile,05:38,C Major,120,4.0,-3.598,0.634,argentine hip hop, trap argentino, trap latino, trap triste, urbano latino,,,,,
LIT killah,Los del Espacio,75,Spain,05:38,C Major,120,4.0,-3.598,0.634,argentine hip hop, trap argentino, trap latino, trap triste, urbano latino,,,,,
LIT killah,Los del Espacio,75,Peru,05:38,C Major,120,4.0,-3.598,0.634,argentine hip hop, trap argentino, trap latino, trap triste, urbano latino,,,,,
LIT killah,Los del Espacio,75,Bolivia,05:38,C Major,120,4.0,-3.598,0.634,argentine hip hop, trap argentino, trap latino, trap triste, urbano latino,,,,,
LIT killah,Los del Espacio,75,Paraguai,05:38,C Major,120,4.0,-3.598,0.634,argentine hip hop, trap argentino, trap latino, trap triste, urbano latino,,,,,
LIT killah,Los del Espacio,75,Uruguay,05:38,C Major,120,4.0,-3.598,0.634,argentine hip hop, trap argentino, trap latino, trap triste, urbano latino,,,,,
LIT killah,Los del Espacio,75,Equador,05:38,C Major,120,4.0,-3.598,0.634,argentine hip hop, trap argentino, trap latino, trap triste, urbano latino,,,,,
Maria Becerra,CORAZÓN VACÍO,82,Argentina,02:40,C# Major,98,4.0,-4.795,0.4,pop argentino,,,,,,,,,
Maria Becerra,CORAZÓN VACÍO,82,Chile,02:40,C# Major,98,4.0,-4.795,0.4,pop argentino,,,,,,,,,
Maria Becerra,CORAZÓN VACÍO,82,Spain,02:40,C# Major,98,4.0,-4.795,0.4,pop argentino,,,,,,,,,
Maria Becerra,CORAZÓN VACÍO,82,Peru,02:40,C# Major,98,4.0,-4.795,0.4,pop argentino,,,,,,,,,
Maria Becerra,CORAZÓN VACÍO,82,Bolivia,02:40,C# Major,98,4.0,-4.795,0.4,pop argentino,,,,,,,,,
Maria Becerra,CORAZÓN VACÍO,82,Paraguai,02:40,C# Major,98,4.0,-4.795,0.4,pop argentino,,,,,,,,,
Maria Becerra,CORAZÓN VACÍO,82,Uruguay,02:40,C# Major,98,4.0,-4.795,0.4,pop argentino,,,,,,,,,
Big One,Un Finde | CROSSOVER #2,76,Argentina,02:43,B Major,192,4.0,-8.199,0.848,trap argentino,,,,,,,,,
Big One,Un Finde | CROSSOVER #2,76,Chile,02:43,B Major,192,4.0,-8.199,0.848,trap argentino,,,,,,,,,
Big One,Un Finde | CROSSOVER #2,76,Peru,02:43,B Major,192,4.0,-8.199,0.848,trap argentino,,,,,,,,,
Big One,Un Finde | CROSSOVER #2,76,Bolivia,02:43,B Major,192,4.0,-8.199,0.848,trap argentino,,,,,,,,,
Big One,Un Finde | CROSSOVER #2,76,Paraguai,02:43,B Major,192,4.0,-8.199,0.848,trap argentino,,,,,,,,,
Big One,Un Finde | CROSSOVER #2,76,Uruguay,02:43,B Major,192,4.0,-8.199,0.848,trap argentino,,,,,,,,,
Tiago PZK,Me Enteré,79,Argentina,03:02,G# Major,140,3.0,-3.814,0.612,trap argentino, trap latino, urbano latino,,,,,,,
Tiago PZK,Me Enteré,79,Uruguay,03:02,G# Major,140,3.0,-3.814,0.612,trap argentino, trap latino, urbano latino,,,,,,,
Emilia,No_se_ve.mp3,78,Argentina,03:23,B Minor,131,4.0,-5.185,0.545,pop argentino,,,,,,,,,
Emilia,No_se_ve.mp3,78,Spain,03:23,B Minor,131,4.0,-5.185,0.545,pop argentino,,,,,,,,,
Emilia,No_se_ve.mp3,78,Uruguay,03:23,B Minor,131,4.0,-5.185,0.545,pop argentino,,,,,,,,,
Maria Becerra,ADIÓS,82,Argentina,02:40,A Minor,98,4.0,-4.184,0.514,pop argentino,,,,,,,,,
Maria Becerra,ADIÓS,82,Peru,02:40,A Minor,98,4.0,-4.184,0.514,pop argentino,,,,,,,,,
Maria Becerra,ADIÓS,82,Bolivia,02:40,A Minor,98,4.0,-4.184,0.514,pop argentino,,,,,,,,,
Maria Becerra,ADIÓS,82,Uruguay,02:40,A Minor,98,4.0,-4.184,0.514,pop argentino,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Argentina,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Chile,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Colombia,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Dominican Republic,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Mexico,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Spain,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,USA,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Peru,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Bolivia,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Paraguai,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Uruguay,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Equador,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Panama,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Costa Rica,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,El Salvador,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Guatemala,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Honduras,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Yng Lvcas,La Bebe - Remix,77,Nicaragua,03:54,D Minor,169,4.0,-5.678,0.559,reggaeton,,,,,,,,,
Nicki Nicole,DISPARA ***,78,Argentina,02:23,C# Major,89,4.0,-2.978,0.698,argentine hip hop, r&b argentino, trap argentino, trap latino, urbano latino,,,,,
Nicki Nicole,DISPARA ***,78,Uruguay,02:23,C# Major,89,4.0,-2.978,0.698,argentine hip hop, r&b argentino, trap argentino, trap latino, urbano latino,,,,,
Big One,En La Intimidad | CROSSOVER #1,76,Argentina,02:52,C# Major,89,4.0,-4.991,0.64,trap argentino,,,,,,,,,
Big One,En La Intimidad | CROSSOVER #1,76,Bolivia,02:52,C# Major,89,4.0,-4.991,0.64,trap argentino,,,,,,,,,
Big One,En La Intimidad | CROSSOVER #1,76,Paraguai,02:52,C# Major,89,4.0,-4.991,0.64,trap argentino,,,,,,,,,
Big One,En La Intimidad | CROSSOVER #1,76,Uruguay,02:52,C# Major,89,4.0,-4.991,0.64,trap argentino,,,,,,,,,
Feid,Classy 101,90,Argentina,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Chile,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Colombia,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Dominican Republic,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Mexico,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Spain,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Peru,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Bolivia,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Paraguai,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Uruguay,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Equador,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Panama,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Costa Rica,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,El Salvador,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Guatemala,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Honduras,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Feid,Classy 101,90,Nicaragua,03:15,B Major,100,4.0,-4.79,0.672,colombian pop, pop reggaeton, reggaeton colombiano, trap latino, urbano latino,,,,,
Ke Personajes,Pobre Corazón - En Vivo,79,Argentina,03:18,A# Minor,91,4.0,-4.781,0.466,cumbia pop,,,,,,,,,
Ke Personajes,Pobre Corazón - En Vivo,79,Chile,03:18,A# Minor,91,4.0,-4.781,0.466,cumbia pop,,,,,,,,,
Ke Personajes,Pobre Corazón - En Vivo,79,Peru,03:18,A# Minor,91,4.0,-4.781,0.466,cumbia pop,,,,,,,,,
Ke Personajes,Pobre Corazón - En Vivo,79,Bolivia,03:18,A# Minor,91,4.0,-4.781,0.466,cumbia pop,,,,,,,,,
Ke Personajes,Pobre Corazón - En Vivo,79,Paraguai,03:18,A# Minor,91,4.0,-4.781,0.466,cumbia pop,,,,,,,,,
Ke Personajes,Pobre Corazón - En Vivo,79,Uruguay,03:18,A# Minor,91,4.0,-4.781,0.466,cumbia pop,,,,,,,,,
Luck Ra,Ya No Vuelvas (Versión Cuarteto),68,Argentina,03:24,C# Major,149,4.0,-4.575,0.562,trap argentino, trap triste,,,,,,,,
Luck Ra,Ya No Vuelvas (Versión Cuarteto),68,Bolivia,03:24,C# Major,149,4.0,-4.575,0.562,trap argentino, trap triste,,,,,,,,
Luck Ra,Ya No Vuelvas (Versión Cuarteto),68,Paraguai,03:24,C# Major,149,4.0,-4.575,0.562,trap argentino, trap triste,,,,,,,,
Luck Ra,Ya No Vuelvas (Versión Cuarteto),68,Uruguay,03:24,C# Major,149,4.0,-4.575,0.562,trap argentino, trap triste,,,,,,,,
Mesita,Dale Mecha,62,Argentina,02:30,E Minor,146,3.0,-4.36,0.441,rap uruguayo,,,,,,,,,
Mesita,Dale Mecha,62,Uruguay,02:30,E Minor,146,3.0,-4.36,0.441,rap uruguayo,,,,,,,,,
BM,M.A - Remix,70,Argentina,04:35,G Major,87,4.0,-5.326,0.681,previa,,,,,,,,,
BM,M.A - Remix,70,Paraguai,04:35,G Major,87,4.0,-5.326,0.681,previa,,,,,,,,,
BM,M.A - Remix,70,Uruguay,04:35,G Major,87,4.0,-5.326,0.681,previa,,,,,,,,,
Grupo Frontera,un x100to,85,Argentina,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Chile,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Colombia,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Dominican Republic,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Mexico,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,USA,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Peru,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Bolivia,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Paraguai,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Uruguay,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Equador,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Panama,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Costa Rica,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,El Salvador,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Guatemala,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Honduras,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Grupo Frontera,un x100to,85,Nicaragua,03:14,F# Minor,83,4.0,-4.076,0.562,musica chihuahuense,,,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Argentina,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Chile,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Colombia,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Dominican Republic,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Italy,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Mexico,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Spain,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,USA,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Peru,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Portugal,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Bolivia,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Paraguai,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Uruguay,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Equador,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Panama,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Swiss,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Costa Rica,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Luxembourg,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,El Salvador,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Guatemala,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Honduras,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
Bad Bunny,WHERE SHE GOES,94,Nicaragua,03:51,A Minor,143,4.0,-4.019,0.234,reggaeton, trap latino, urbano latino,,,,,,,
The La Planta,DISCOTEKA (feat. Locura Mix),61,Argentina,03:24,A Major,89,4.0,-7.183,0.779,cumbia pop,,,,,,,,,
The La Planta,DISCOTEKA (feat. Locura Mix),61,Uruguay,03:24,A Major,89,4.0,-7.183,0.779,cumbia pop,,,,,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Argentina,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Chile,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Colombia,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Dominican Republic,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Mexico,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Bolivia,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Paraguai,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Uruguay,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Equador,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Panama,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Costa Rica,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,El Salvador,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Guatemala,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Honduras,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Bizarrap,"Peso Pluma: Bzrp Music Sessions, Vol. 55",85,Nicaragua,03:07,F Minor,132,3.0,-7.848,0.805,argentine hip hop, pop venezolano, trap argentino, trap latino, urbano latino,,,,,
Taiu,Rara Vez,70,Argentina,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,Chile,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,Colombia,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,Dominican Republic,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,Spain,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,Peru,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,Bolivia,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,Paraguai,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,Uruguay,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,Equador,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,Panama,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,Costa Rica,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,El Salvador,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Taiu,Rara Vez,70,Nicaragua,02:08,F Minor,119,4.0,-4.668,0.96,trap argentino,,,,,,,,,
Maria Becerra,Te Cura,82,Argentina,02:30,A# Minor,98,4.0,-3.878,0.719,pop argentino,,,,,,,,,
Maria Becerra,Te Cura,82,Uruguay,02:30,A# Minor,98,4.0,-3.878,0.719,pop argentino,,,,,,,,,
Eslabon Armado,Ella Baila Sola,82,Argentina,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Chile,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Colombia,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Dominican Republic,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Mexico,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Spain,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,USA,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Peru,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Bolivia,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Paraguai,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Uruguay,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Equador,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Panama,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Costa Rica,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,El Salvador,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
Eslabon Armado,Ella Baila Sola,82,Guatemala,02:45,F Minor,147,3.0,-5.176,0.834,corrido, corridos tumbados, sad sierreno, sierreno,,,,,,
